Document Number,Accounting Document Number,Company Code,Invoice Status,Activity,Actual Role,Actual Agent,Start Date & Time,End Date & Time,Work Item ID,Process Type Number,Process Type Text
000009921717,5101154406,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,WISEMANCH,2025-09-25 08:29:14,2025-09-25 08:29:14,000197465397,854,QH - Service Entry Required (PO)
000009921853,5101049560,2100,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MITCHELLRD,2025-09-09 10:31:01,2025-09-09 10:31:01,000195905983,854,QH - Service Entry Required (PO)
000009922007,5101145695,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,POOLEDA,2025-09-12 11:18:54,2025-09-12 11:18:54,000196153715,854,QH - Service Entry Required (PO)
000009922026,5100053818,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,FERGUSONRE,2025-09-08 15:31:01,2025-09-08 15:31:01,000195833163,854,QH - Service Entry Required (PO)
000009922094,5100203728,2700,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,VAYROT,2025-09-10 07:40:55,2025-09-10 07:40:55,000195637801,854,QH - Service Entry Required (PO)
000009922134,5100364892,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,PEARSONSAS,2025-09-23 12:42:07,2025-09-23 12:42:07,000197256276,854,QH - Service Entry Required (PO)
000009922141,5100362160,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,PEARSONSAS,2025-09-09 13:44:12,2025-09-09 13:44:12,000195932423,854,QH - Service Entry Required (PO)
000009922156,5100256676,2400,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-09-04 07:28:25,2025-09-04 07:28:25,000195357309,838,QH - Missing Mandatory Information (PO)
000009922157,5100256673,2400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-09-04 07:23:32,2025-09-04 07:23:32,000195357308,854,QH - Service Entry Required (PO)
000009922159,5100364891,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,PEARSONSAS,2025-09-23 12:40:58,2025-09-23 12:40:58,000197256277,854,QH - Service Entry Required (PO)
000009922167,5100364889,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,PEARSONSAS,2025-09-23 12:39:45,2025-09-23 12:39:45,000197256278,854,QH - Service Entry Required (PO)
000009922175,5100364888,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,PEARSONSAS,2025-09-23 12:38:49,2025-09-23 12:38:49,000197256282,854,QH - Service Entry Required (PO)
000009922215,5100092587,2200,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,OLSENBRI,2025-09-26 06:52:20,2025-09-26 06:52:20,000197539013,854,QH - Service Entry Required (PO)
000009922310,5100256924,2400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-09-05 14:44:53,2025-09-05 14:44:53,000195683024,854,QH - Service Entry Required (PO)
000009922321,5100199449,3400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-09-05 08:51:41,2025-09-05 08:51:41,000195553325,854,QH - Service Entry Required (PO)
000009922336,5100200354,3400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BAXTERTA,2025-09-12 14:17:32,2025-09-12 14:17:32,000196187077,854,QH - Service Entry Required (PO)
000009922346,5100053814,2900,13,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,FERGUSONRE,2025-09-08 14:59:32,2025-09-08 14:59:32,000195833161,854,QH - Service Entry Required (PO)
000009922360,5100199448,3400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-09-05 08:51:01,2025-09-05 08:51:01,000195553330,854,QH - Service Entry Required (PO)
000009922367,5100203771,2700,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,VAYROT,2025-09-10 08:51:54,2025-09-10 08:51:54,000196004337,854,QH - Service Entry Required (PO)
000009922398,5100256923,2400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-09-05 14:43:47,2025-09-05 14:43:47,000195683022,854,QH - Service Entry Required (PO)
000009922426,5100199447,3400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-09-05 08:50:19,2025-09-05 08:50:19,000195553336,854,QH - Service Entry Required (PO)
000009922434,5100200353,3400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BAXTERTA,2025-09-12 14:15:56,2025-09-12 14:15:56,000196187071,854,QH - Service Entry Required (PO)
000009922439,5100053675,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MADDENSH,2025-09-04 13:11:33,2025-09-04 13:11:33,000195527660,854,QH - Service Entry Required (PO)
000009922448,5100054237,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLEYSH,2025-09-19 13:37:44,2025-09-19 13:37:44,000196528665,854,QH - Service Entry Required (PO)
000009922454,5100054239,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLEYSH,2025-09-19 13:38:45,2025-09-19 13:38:45,000196528664,854,QH - Service Entry Required (PO)
000009922469,5100200611,3400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-09-16 09:41:14,2025-09-16 09:41:14,000196091243,854,QH - Service Entry Required (PO)
000009922476,5100348021,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ANDERSONLEN,2025-09-12 09:41:32,2025-09-12 09:41:32,000196145758,854,QH - Service Entry Required (PO)
000009922500,5100054241,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLEYSH,2025-09-19 13:39:36,2025-09-19 13:39:36,000196528673,854,QH - Service Entry Required (PO)
000009922504,5100199446,3400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-09-05 08:49:39,2025-09-05 08:49:39,000195553326,854,QH - Service Entry Required (PO)
000009922676,5101150666,1000,13,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,DOBRUCKINISV,2025-09-19 07:04:04,2025-09-19 07:04:04,000196921527,838,QH - Missing Mandatory Information (PO)
000009922714,5100054243,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLEYSH,2025-09-19 13:40:38,2025-09-19 13:40:38,000196528669,854,QH - Service Entry Required (PO)
000009922785,5100054252,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLEYSH,2025-09-19 13:50:17,2025-09-19 13:50:17,000196528675,854,QH - Service Entry Required (PO)
000009922878,5100350845,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 13:08:15,2025-09-30 13:08:15,000197929622,854,QH - Service Entry Required (PO)
000009922879,5100350843,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 13:07:08,2025-09-30 13:07:08,000197929617,854,QH - Service Entry Required (PO)
000009922880,5100350862,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 13:06:00,2025-09-30 13:06:00,000197929619,854,QH - Service Entry Required (PO)
000009922881,5100350839,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 13:04:45,2025-09-30 13:04:45,000197929623,854,QH - Service Entry Required (PO)
000009922882,5100350847,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 13:14:09,2025-09-30 13:14:09,000197934160,854,QH - Service Entry Required (PO)
000009922883,5100350861,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 13:03:21,2025-09-30 13:03:21,000197929620,854,QH - Service Entry Required (PO)
000009922884,5100350835,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 12:59:54,2025-09-30 12:59:54,000197929615,854,QH - Service Entry Required (PO)
000009922885,5100350834,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 12:58:46,2025-09-30 12:58:46,000197929621,854,QH - Service Entry Required (PO)
000009922886,5100350860,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 13:12:58,2025-09-30 13:12:58,000197934162,854,QH - Service Entry Required (PO)
000009922887,5100350859,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 13:11:49,2025-09-30 13:11:49,000197934158,854,QH - Service Entry Required (PO)
000009922888,,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-26 14:10:39,2025-09-26 14:10:39,000197652688,854,QH - Service Entry Required (PO)
000009922889,5100350846,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 13:10:38,2025-09-30 13:10:38,000197934159,854,QH - Service Entry Required (PO)
000009922890,5100350856,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 13:41:36,2025-09-30 13:41:36,000197934665,854,QH - Service Entry Required (PO)
000009922891,5100350848,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 13:17:10,2025-09-30 13:17:10,000197930846,854,QH - Service Entry Required (PO)
000009922892,5100350858,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 13:43:28,2025-09-30 13:43:28,000197941461,854,QH - Service Entry Required (PO)
000009922893,5100350854,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 13:37:05,2025-09-30 13:37:05,000197934664,854,QH - Service Entry Required (PO)
000009922894,5100350863,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 13:48:09,2025-09-30 13:48:09,000197940632,854,QH - Service Entry Required (PO)
000009922895,5100350896,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 14:25:28,2025-09-30 14:25:28,000197948581,854,QH - Service Entry Required (PO)
000009922896,5100350894,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 14:24:24,2025-09-30 14:24:24,000197948584,854,QH - Service Entry Required (PO)
000009922897,5100350893,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 14:23:08,2025-09-30 14:23:08,000197948582,854,QH - Service Entry Required (PO)
000009922898,5100350889,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 14:21:49,2025-09-30 14:21:49,000197948579,854,QH - Service Entry Required (PO)
000009922899,5100350888,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 14:20:28,2025-09-30 14:20:28,000197948588,854,QH - Service Entry Required (PO)
000009922900,5100350886,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 14:19:00,2025-09-30 14:19:00,000197948578,854,QH - Service Entry Required (PO)
000009922901,5100350885,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 14:17:32,2025-09-30 14:17:32,000197948583,854,QH - Service Entry Required (PO)
000009922902,5100350883,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 14:16:24,2025-09-30 14:16:24,000197948580,854,QH - Service Entry Required (PO)
000009922903,5100350855,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 12:57:34,2025-09-30 12:57:34,000197929616,854,QH - Service Entry Required (PO)
000009922904,5100350832,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-30 12:52:51,2025-09-30 12:52:51,000197929618,854,QH - Service Entry Required (PO)
000009922905,5100347029,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-05 11:09:24,2025-09-05 11:09:24,000195633614,854,QH - Service Entry Required (PO)
000009922906,5100347025,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-05 10:55:57,2025-09-05 10:55:57,000195633619,854,QH - Service Entry Required (PO)
000009922907,5100347067,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MARSTENC,2025-09-05 14:37:28,2025-09-05 14:37:28,000195610203,854,QH - Service Entry Required (PO)
000009922908,5100347066,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MARSTENC,2025-09-05 14:36:29,2025-09-05 14:36:29,000195610195,854,QH - Service Entry Required (PO)
000009922909,5100347063,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MARSTENC,2025-09-05 14:34:55,2025-09-05 14:34:55,000195610197,854,QH - Service Entry Required (PO)
000009922910,5100347062,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MARSTENC,2025-09-05 14:33:59,2025-09-05 14:33:59,000195610198,854,QH - Service Entry Required (PO)
000009922911,5100347061,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MARSTENC,2025-09-05 14:32:39,2025-09-05 14:32:39,000195610199,854,QH - Service Entry Required (PO)
000009922912,5100347069,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MARSTENC,2025-09-05 14:38:23,2025-09-05 14:38:23,000195610194,854,QH - Service Entry Required (PO)
000009922913,5100347010,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MARSTENC,2025-09-05 08:44:07,2025-09-05 08:44:07,000195610173,854,QH - Service Entry Required (PO)
000009923092,5100365809,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,PEARSONSAS,2025-09-26 13:34:18,2025-09-26 13:34:18,000197615688,854,QH - Service Entry Required (PO)
000009923100,5100365808,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,PEARSONSAS,2025-09-26 13:33:37,2025-09-26 13:33:37,000197615691,854,QH - Service Entry Required (PO)
000009923113,5100365806,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,PEARSONSAS,2025-09-26 13:32:51,2025-09-26 13:32:51,000197615690,854,QH - Service Entry Required (PO)
000009923123,5100365805,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,PEARSONSAS,2025-09-26 13:32:13,2025-09-26 13:32:13,000197615692,854,QH - Service Entry Required (PO)
000009923169,5100346847,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-04 13:36:52,2025-09-04 13:36:52,000195526645,854,QH - Service Entry Required (PO)
000009923188,5101047359,2100,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MITCHELLRD,2025-09-04 11:59:20,2025-09-04 11:59:20,000195489876,854,QH - Service Entry Required (PO)
000009923193,5101048142,2100,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,FISHERRY,2025-09-05 11:28:31,2025-09-05 11:28:31,000195627925,854,QH - Service Entry Required (PO)
000009923232,5100413000,3500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,OLSENBRI,2025-09-16 13:39:04,2025-09-16 13:39:04,000196552175,854,QH - Service Entry Required (PO)
000009923283,5100527590,2600,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,NEILLEYC,2025-09-17 07:26:42,2025-09-17 07:26:42,000196597876,854,QH - Service Entry Required (PO)
000009923371,5101048141,2100,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,FISHERRY,2025-09-05 11:26:59,2025-09-05 11:26:59,000195627998,854,QH - Service Entry Required (PO)
000009923433,5100410543,3500,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,OLSENBRI,2025-09-04 09:37:55,2025-09-04 09:37:55,000195414381,838,QH - Missing Mandatory Information (PO)
000009923434,5100410542,3500,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,OLSENBRI,2025-09-04 09:37:35,2025-09-04 09:37:35,000195414379,838,QH - Missing Mandatory Information (PO)
000009923435,5100410541,3500,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,OLSENBRI,2025-09-04 09:37:17,2025-09-04 09:37:17,000195414383,838,QH - Missing Mandatory Information (PO)
000009923436,5100410540,3500,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,OLSENBRI,2025-09-04 09:37:00,2025-09-04 09:37:00,000195414385,838,QH - Missing Mandatory Information (PO)
000009923440,5101048140,2100,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,FISHERRY,2025-09-05 11:25:08,2025-09-05 11:25:08,000195627984,854,QH - Service Entry Required (PO)
000009923451,5100084915,2300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-09-09 07:48:25,2025-09-09 07:48:25,000195850127,854,QH - Service Entry Required (PO)
000009923453,5100084914,2300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-09-09 07:47:46,2025-09-09 07:47:46,000195850126,854,QH - Service Entry Required (PO)
000009923651,5101047259,2100,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MITCHELLRD,2025-09-04 09:11:29,2025-09-04 09:11:29,000195409669,854,QH - Service Entry Required (PO)
000009923691,5100441637,3300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,DEJAGERE,2025-09-22 14:19:31,2025-09-22 14:19:31,000197143323,813,QH - Manual Check Lines and/or Balance (PO)
000009923733,5100361594,2800,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,FERGUSONRE,2025-09-05 09:39:34,2025-09-05 09:39:34,000195491518,838,QH - Missing Mandatory Information (PO)
000009923745,5100410486,3500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-09-04 08:32:05,2025-09-04 08:32:05,000195448764,854,QH - Service Entry Required (PO)
000009923872,5100084913,2300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-09-09 07:47:08,2025-09-09 07:47:08,000195850130,854,QH - Service Entry Required (PO)
000009923896,5100256675,2400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-09-04 07:26:37,2025-09-04 07:26:37,000195444166,854,QH - Service Entry Required (PO)
000009923902,5100257121,2400,13,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-09-09 07:20:20,2025-09-09 07:20:20,000195874426,838,QH - Missing Mandatory Information (PO)
000009923915,5100084912,2300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-09-09 07:46:25,2025-09-09 07:46:25,000195850128,854,QH - Service Entry Required (PO)
000009923941,5100199357,3400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-09-04 15:16:41,2025-09-04 15:16:41,000195553335,854,QH - Service Entry Required (PO)
000009923945,5101048138,2100,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,FISHERRY,2025-09-05 11:23:27,2025-09-05 11:23:27,000195628000,854,QH - Service Entry Required (PO)
000009923976,5100523693,2600,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MORRSUZA,2025-09-03 14:19:10,2025-09-03 14:19:10,000195398096,838,QH - Missing Mandatory Information (PO)
000009924024,5101048137,2100,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,FISHERRY,2025-09-05 11:19:11,2025-09-05 11:19:11,000195627991,854,QH - Service Entry Required (PO)
000009924036,5100366821,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,HOERLERJ,2025-09-15 11:52:37,2025-09-15 11:52:37,000196330383,813,QH - Manual Check Lines and/or Balance (PO)
000009924124,5100412433,3500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,COOKKRI,2025-09-15 08:41:05,2025-09-15 08:41:05,000195665351,854,QH - Service Entry Required (PO)
000009924125,5100412431,3500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,COOKKRI,2025-09-15 08:37:46,2025-09-15 08:37:46,000195665348,854,QH - Service Entry Required (PO)
000009924139,5100524661,2600,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,NEILLEYC,2025-09-05 10:10:10,2025-09-05 10:10:10,000195624085,854,QH - Service Entry Required (PO)
000009924143,5101048135,2100,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,FISHERRY,2025-09-05 11:16:22,2025-09-05 11:16:22,000195627988,854,QH - Service Entry Required (PO)
000009924213,5101154349,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,RECKK,2025-09-25 07:54:21,2025-09-25 07:54:21,000197464238,854,QH - Service Entry Required (PO)
000009924339,5100524660,2600,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,NEILLEYC,2025-09-05 10:09:44,2025-09-05 10:09:44,000195624080,854,QH - Service Entry Required (PO)
000009924340,5100524659,2600,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,NEILLEYC,2025-09-05 10:09:18,2025-09-05 10:09:18,000195624092,854,QH - Service Entry Required (PO)
000009924342,5100524658,2600,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,NEILLEYC,2025-09-05 10:08:49,2025-09-05 10:08:49,000195624113,854,QH - Service Entry Required (PO)
000009924478,5100257278,2400,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-09-10 08:40:59,2025-09-10 08:40:59,000196001693,854,QH - Service Entry Required (PO)
000009924745,5100524657,2600,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,NEILLEYC,2025-09-05 10:08:20,2025-09-05 10:08:20,000195629464,854,QH - Service Entry Required (PO)
000009924757,5100524656,2600,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,NEILLEYC,2025-09-05 10:07:54,2025-09-05 10:07:54,000195629443,854,QH - Service Entry Required (PO)
000009924803,5100438878,3300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,DEJAGERE,2025-09-04 11:21:34,2025-09-04 11:21:34,000195504032,813,QH - Manual Check Lines and/or Balance (PO)
000009925102,5100203872,2700,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,NEILLEYC,2025-09-10 13:23:26,2025-09-10 13:23:26,000196048338,854,QH - Service Entry Required (PO)
000009925208,5101142384,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ANDREWSJAD,2025-09-05 13:12:36,2025-09-05 13:13:02,000195662483,863,QH - GR Not Done - Simple Check (PO)
000009925458,5101142364,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MAHARAJSA,2025-09-05 13:00:38,2025-09-05 13:00:38,000195675239,854,QH - Service Entry Required (PO)
000009925547,5100525351,2600,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,VAYROT,2025-09-08 14:51:22,2025-09-08 14:51:22,000195637984,854,QH - Service Entry Required (PO)
000009925590,5100203873,2700,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,NEILLEYC,2025-09-10 13:23:47,2025-09-10 13:23:47,000196048335,854,QH - Service Entry Required (PO)
000009925617,5100362300,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-09-10 08:47:38,2025-09-10 08:47:38,000195970263,854,QH - Service Entry Required (PO)
000009925870,5100054001,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,VAINSD,2025-09-15 13:12:47,2025-09-15 13:12:47,000196396587,863,QH - GR Not Done - Simple Check (PO)
000009925881,5100362519,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,VAINSD,2025-09-12 07:12:53,2025-09-12 07:12:53,000196146442,854,QH - Service Entry Required (PO)
000009925890,5100053919,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,JONESROCH,2025-09-12 09:15:15,2025-09-12 09:15:15,000195961053,854,QH - Service Entry Required (PO)
000009926028,5100363458,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-09-16 13:46:49,2025-09-16 13:46:49,000196458685,854,QH - Service Entry Required (PO)
000009926180,5100361548,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-09-05 07:06:17,2025-09-05 07:06:17,000195594421,854,QH - Service Entry Required (PO)
000009926256,5101154346,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,RECKK,2025-09-25 07:53:46,2025-09-25 07:53:46,000197464237,854,QH - Service Entry Required (PO)
000009926324,5100053921,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,JONESROCH,2025-09-12 09:17:03,2025-09-12 09:17:03,000195961052,854,QH - Service Entry Required (PO)
000009926403,5101048217,2100,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MITCHELLRD,2025-09-05 12:58:05,2025-09-05 12:58:05,000195653644,854,QH - Service Entry Required (PO)
000009926735,5100350342,3200,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CHURCHKI,2025-09-05 13:55:33,2025-09-05 13:55:33,000195662579,854,QH - Service Entry Required (PO)
000009927070,5100364094,2800,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-09-18 14:44:08,2025-09-18 14:44:08,000196880757,854,QH - Service Entry Required (PO)
000009927072,5100364627,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-09-22 15:20:11,2025-09-22 15:20:11,000197091180,854,QH - Service Entry Required (PO)
000009927074,5100364095,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-09-18 14:44:30,2025-09-18 14:44:30,000196880761,854,QH - Service Entry Required (PO)
000009927475,5100053993,2900,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,JONESROCH,2025-09-15 12:26:49,2025-09-15 12:26:49,000196358062,854,QH - Service Entry Required (PO)
000009927620,5101149324,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CAMPBELLCHER,2025-09-17 13:48:04,2025-09-17 13:48:04,000196733214,854,QH - Service Entry Required (PO)
000009927747,5100053991,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,JONESROCH,2025-09-15 12:20:15,2025-09-15 12:20:15,000196358061,854,QH - Service Entry Required (PO)
000009927756,5101050137,2100,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,COETZEES,2025-09-10 13:19:57,2025-09-10 13:19:57,000196052270,854,QH - Service Entry Required (PO)
000009927783,5100203404,2700,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,VAYROT,2025-09-05 13:53:02,2025-09-05 13:53:02,000195637934,854,QH - Service Entry Required (PO)
000009927845,5100440176,3300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,FAINTSU,2025-09-12 11:33:58,2025-09-12 11:33:58,000196096413,854,QH - Service Entry Required (PO)
000009927848,5100205456,2700,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,NEILLEYC,2025-09-26 13:56:11,2025-09-26 13:56:11,000197640723,854,QH - Service Entry Required (PO)
